"paper_id","forward_backward","screener_initials","include_exclude","inconclusive_note","exclude_t0_calcofi_report","exclude_t1_not_marine_species","exclude_t2_outdated_pre1900","exclude_t3_not_poleward","exclude_t3_not_in_BC_CA_OR_WA","exclude_t4_not_in_temperate_enpacific","latin_name","species_reference","common_name","taxonomic_rank","life_stage_verbatim","observation_location_verbatim","latitude_verbatim","longitude_verbatim","latitude","latitude_reference","longitude","longitude_reference","year","month","day","time","historical_north_range_verbatim_archived","historical_north_range_reference_archived","screening_notes","extension_confidence_criteria","NA"
80,"Forwards","AF","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
81,"Forwards","AF","Inconclusive","Centroid shifts over time only, no data on range extension or range edges ",NA,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Inconclusive"
82,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
83,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
84,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
85,"Forwards","BGL","Exclude","invasive sp - JKS",NA,TRUE,NA,"",NA,"","Carcinus maenas","","european green crab","species","This northward range expansion is apparently the result of larval recruitment by a single cohort, corresponding to the predominant northern transport of surface waters and the approximate distance water moves during larval green crab development","At Bodega Harbor, the current northern range limit","","",NA,"","","","1993","January","",NA,"We document the current distribution and range expansion of this species beyond San Francisco Bay, where C. maenas first became established along this coast in 1989-1990,","","this species is invasive and disruptive to areas, could be difficult to track a record on ca coast. I included because poleward movement","","Exclude"
86,"Forwards","BGL","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
87,"Forwards","BGL","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
88,"Forwards","BGL","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
89,"Forwards","BGL","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
90,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
91,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
92,"Forwards","BGL","Exclude","",TRUE,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
93,"Forwards","BGL","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
94,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
95,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Dosidicus gigas","","humboldt squid","species","","Monterey Bay, CA","","",36.793978,"Google Maps","","","1997","","",NA,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America","","","Long-term monitoring site","Include"
95,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Dosidicus gigas","","humboldt squid","species","","Monterey Bay, CA","","",36.793978,"Google Maps","","","1998","","",NA,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America","","","Long-term monitoring site","Include"
95,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Dosidicus gigas","","humboldt squid","species","","Monterey Bay, CA","","",36.793978,"Google Maps","","","1999","","",NA,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America","","","Long-term monitoring site","Include"
95,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Dosidicus gigas","","humboldt squid","species","","Monterey Bay, CA","","",36.793978,"Google Maps","","","2000","","",NA,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America","","","Long-term monitoring site","Include"
95,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Dosidicus gigas","","humboldt squid","species","","Monterey Bay, CA","","",36.793978,"Google Maps","","","2002","","",NA,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America","","","Long-term monitoring site","Include"
96,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
97,"Forwards","BGL","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
98,"Forwards","BGL","Include","northward range edge in oregon - JKS",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper","-125.1428","Paper","1997","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","discovered a 2-3 yr lag to find adults following an el nino event due to 6 larval stages. after 2015 el nino, crabs were spotted until august of 2020","Long-term monitoring site","Exclude"
98,"Forwards","BGL","Include","northward range edge in oregon - JKS",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper","-125.1428","Paper","1999","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","discovered a 2-3 yr lag to find adults following an el nino event due to 6 larval stages. after 2015 el nino, crabs were spotted until august of 2020","Long-term monitoring site","Exclude"
98,"Forwards","BGL","Include","northward range edge in oregon - JKS",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper","-125.1428","Paper","2000","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","discovered a 2-3 yr lag to find adults following an el nino event due to 6 larval stages. after 2015 el nino, crabs were spotted until august of 2020","Long-term monitoring site","Exclude"
98,"Forwards","BGL","Include","northward range edge in oregon - JKS",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper","-125.1428","Paper","2002","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","discovered a 2-3 yr lag to find adults following an el nino event due to 6 larval stages. after 2015 el nino, crabs were spotted until august of 2020","Long-term monitoring site","Exclude"
98,"Forwards","BGL","Include","northward range edge in oregon - JKS",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper","-125.1428","Paper","2003","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","discovered a 2-3 yr lag to find adults following an el nino event due to 6 larval stages. after 2015 el nino, crabs were spotted until august of 2020","Long-term monitoring site","Exclude"
98,"Forwards","BGL","Include","northward range edge in oregon - JKS",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper","-125.1428","Paper","2016","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","discovered a 2-3 yr lag to find adults following an el nino event due to 6 larval stages. after 2015 el nino, crabs were spotted until august of 2020","Long-term monitoring site","Exclude"
98,"Forwards","BGL","Include","northward range edge in oregon - JKS",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper","-125.1428","Paper","2017","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","discovered a 2-3 yr lag to find adults following an el nino event due to 6 larval stages. after 2015 el nino, crabs were spotted until august of 2020","Long-term monitoring site","Exclude"
98,"Forwards","BGL","Include","northward range edge in oregon - JKS",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper","-125.1428","Paper","2018","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","discovered a 2-3 yr lag to find adults following an el nino event due to 6 larval stages. after 2015 el nino, crabs were spotted until august of 2020","Long-term monitoring site","Exclude"
98,"Forwards","BGL","Include","northward range edge in oregon - JKS",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper","-125.1428","Paper","2019","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","discovered a 2-3 yr lag to find adults following an el nino event due to 6 larval stages. after 2015 el nino, crabs were spotted until august of 2020","Long-term monitoring site","Exclude"
99,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
100,"Forwards","BGL","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
101,"Forwards","BGL","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
102,"Forwards","BGL","Exclude","",NA,NA,TRUE,"",TRUE,"","nucella ostrina","","n. striped dogwinkle","species","","santa cruz CA to kodiak island AK","","",NA,"","","","1997, 1998","december '97-november -98","",NA,"biogeographical history of broadly distributed intertidal marine species in the northeastern Pacific","","","","Exclude"
102,"Forwards","BGL","Exclude","",NA,NA,TRUE,"",TRUE,"","nuchella lamellosa ","","frilled dogwinkle","species","","coos bay OR to chiniak AK","","",NA,"","","","1997, 1998","december '97-november -98","",NA,"","","","","Exclude"
103,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
104,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
105,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
106,"Forwards","TVT","Inconclusive","No clear date of extension / historical record",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
107,"Forwards","TVT","Exclude","invasiv sp. - JKS",NA,TRUE,NA,"",NA,"","Mytilus galloprovincialis","","Mediterranean mussel","species","","Monterey Bay to Humboldt Bay","","",NA,"","","","2005, 2006, 2007","","",NA,"Humboldt Bay","","","","Exclude"
108,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
109,"Forwards","BGL","Inconclusive","Suggests a range extension, but no date for when",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
110,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
111,"Forwards","TVT","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
112,"Forwards","JKS","Exclude","invasiv sp. - JKS",NA,TRUE,NA,"",NA,"","Carcinus maenas","","European green crab","species","","Bodega Bay","","",NA,"","","","1993","","",NA,"San Francisco","","","","Exclude"
112,"Forwards","JKS","Exclude","invasiv sp. - JKS",NA,TRUE,NA,"",NA,"","Carcinus maenas","","European green crab","species","","Coos Bay, Oregon","","",NA,"","","","1997","","",NA,"San Francisco","","","","Exclude"
113,"Forwards","TVT","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
114,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
115,"Forwards","TVT","Exclude","compares modern to pleistocene range edges - JKS",NA,NA,TRUE,"",NA,"","Bivalvia","","","class","","","","",NA,"","","","","","",NA,"","","","","Exclude"
116,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
117,"Forwards","BGL","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
118,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
119,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
120,"Forwards","BGL","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
121,"Forwards","BGL","Exclude","Uses genetic marker to infer previous extension events",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
122,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
123,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
124,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
125,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
126,"Forwards","JKS","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
127,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
128,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
129,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"","Porites sverdrupi","","","species","","new settlement of Porites sverdrupi discovered at the southern end of Bahía de La Paz, consisting entirely of free-living coral colonies. They were observed in low densities (<0.06 colonies/m−2 ) on a sandy/rocky bottom at depths of 5–9 m (Fig. 2) in the San Lorenzo channel","","",NA,"","","","2013","October","13",NA,"To date, colonies have been observed in just two extant populations restricted to the middle of the Gulf of California: Bahía Concepción at 26°N and Isla Santa Catalina at 25°N (LópezPérez et al. 2014).","","","","Exclude"
130,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","status of Porites sverdrupi, an endemic coral of the Gulf of","","","Exclude"
131,"Forwards","EJW","Exclude","*a recently introduced species from asia expanding it's range southward (likely not due to climate)",NA,NA,NA,"",TRUE,"TRUE","","","","","","","","",NA,"","","","","","",NA,"","California. Cienc Mar 29:677–691","","","Exclude"
132,"Forwards","EJW","Exclude","*simulation of movements only, no observed shifts from real data",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
133,"Forwards","EJW","Exclude","*analysis of patterns associated with range shifts but not reporting any new data or shifts",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
134,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
135,"Forwards","EJW","Inconclusive","meeting presentation not a paper",NA,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Inconclusive"
136,"Forwards","EJW","Exclude","",NA,TRUE,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
137,"Forwards","EJW","Include","northward range edge in oregon - JKS",NA,NA,NA,"",TRUE,"","Pachygrapsus crassipes","Randall","lined shore crab","species","","Bamfield, Vancouver Island, British Columbia, Canada","","",48.83646,"Google Maps","-125.135875","Google Maps","1997","","",NA,"widely distributed along rocky shores of the eastern Pacific Coast, from Charleston, Oregon, USA, to central Baja California, Mexico (Sousa 1993). P. crassipes also inhabits the western Pacific Coasts of Japan and Korea, where it was first reported in 1890 (Hiatt 1948; Morris et al. 1980).","Sousa WP (1993) Size-dependent predation on the salt-marsh snail
Cerithidea californica Haldeman. J Exp Mar Biol Ecol 166:19–
37, Hiatt RW (1948) The biology of the lined shore crab, Pachygrapsus
crassipes Randall. Pac Sci 2:135–213, Morris RH, Abbott DP, Haderlie EC (1980) Intertidal invertebrates of California. Stanford University Press, Stanford","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Exclude"
138,"Forwards","JKS","Inconclusive","library could not attain",NA,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Inconclusive"
139,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
140,"Forwards","BGL","Exclude","Gulf of CA",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
141,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
142,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
143,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
144,"Forwards","BGL","Exclude","",TRUE,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
145,"Forwards","BGL","Exclude","",NA,NA,TRUE,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
146,"Forwards","BGL","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
147,"Forwards","BGL","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
148,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
149,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
150,"Forwards","BGL","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
151,"Forwards","BGL","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
152,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
153,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
154,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
155,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
156,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
157,"Forwards","EJW","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
158,"Forwards","BGL","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
159,"Forwards","BGL","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
160,"Forwards","BGL","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
161,"Forwards","BGL","Inconclusive","data came from 389. no date included in this paper - JKS",NA,NA,NA,"",NA,"","Acanthinucella spirata","","","species","","Cape Mendocino, California, USA (40.40°N)","40.396","-124.378",NA,"","","","2017","june","17",NA,"Tomales Bay, CA","McLean 1978","cool map! https://link.springer.com/article/10.1007/s00442-024-05659-z/figures/1","","Inconclusive"
162,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Hippacanthomysis platypoda","Murano & Chess, 1987","shrimp","species","adult","we have identified two males and one female from the coast between Cow and Rafael Bay, Flores Island (May 2010); one male and one female from Rafael Bay, Flores Island (June 2010) both records at approximately a depth of 10 m","49.258538","–126.144758",49.258538,"Paper","–126.144758","Paper","2010","May","",NA,"This species was originally described from Cone Rock, Albion and Mendocino Cove, California (Murano & Chess 1987). Subsequent publications have listed its presence in central and southern California from Point Conception, California to Bahía Todos Santos, Baja California Sur, Mexico, for intertidal and coastal waters (see Carlton, 2007; Cadien & Lovell, 2016)","","","Long-term monitoring site","Exclude"
163,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
164,"Forwards","JKS","Exclude","discusses a range extension (included here in #223) but doesn't give a new datapoint for a pyrosome extension.",NA,NA,NA,"TRUE",NA,"","Pyrosoma atlanticum","","pyrosome","species","","Cape Meares, OR","45.478","",45.478,"","","","2018","February-March; May; September","",NA,"warm, tropical-temperate waters between 50° N and 50° S"," (Van Soest 1981)","","","Exclude"
165,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
166,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
167,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
168,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
169,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
170,"Forwards","AF","Exclude","",TRUE,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
171,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","Refs Field et Al 2007 (CALCOFI report) and Zeidberg and Robison 2007 (already in our paper database) for range shifts ","","Exclude"
172,"Forwards","AF","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
173,"Forwards","AF","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
174,"Forwards","AF","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
175,"Forwards","AF","Inconclusive","See paper 393 for the original record",NA,NA,NA,"",NA,"","Dosidicus gigas","","Giant squid, Humboldt squid","species","adult","Alaska (Yakutat at ~59° N, Wing 2006)","","",59,"Paper","-139.858311","Google Maps","2004","","",NA,"""eastern Pacific Ocean from 25° N to 25° S""","","Recorded northernmost point but many intermediate observations: ""Moreover, arrivals of this species farther north off
California (Zeidberg & Robison 2007), Oregon (Litz
et al. 2011), Washington (Litz et al. 2011), British
Columbia (Cosgrove 2005) and Alaska (Yakutat at
~59° N, Wing 2006) occurred after the El Niño of
1997−1998""; see 393","","Inconclusive"
176,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
177,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
178,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
179,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
180,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
181,"Forwards","BGL ","Exclude","",NA,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
182,"Forwards","TVT","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
183,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
184,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
185,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Thylacodes squamigerus","","","species","","fitzgerald marine reserve","37°31′ N","",37.5167,"Paper","","","1994","January","",NA,"""nowhere north of point conception""; ""It is now common at intertidal sites in the Monterey region""","Hadfield (1966)","name updated to modern","Opportunistic","Include"
185,"Forwards","BGL","Include","",NA,NA,NA,"",NA,"","Thylacodes squamigerus","","","species","","fitzgerald marine reserve","37°31′ N","",37.5167,"Paper","","","1996","June","",NA,"""nowhere north of point conception""; ""It is now common at intertidal sites in the Monterey region""","Hadfield (1966)","name updated to modern","Opportunistic","Include"
186,"Forwards","JKS","Exclude","",TRUE,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
