"paper_id","forward_backward","include_exclude","exclude_t0_calcofi_report","exclude_t1_not_marine_species","exclude_t2_outdated_pre1900","exclude_t3_not_poleward","exclude_t3_not_in_BC_CA_OR_WA","exclude_t4_not_in_temperate_enpacific","latin_name","species_reference","common_name","taxonomic_rank","life_stage_verbatim","observation_location_verbatim","latitude_verbatim","longitude_verbatim","latitude","latitude_reference","longitude","longitude_reference","year","month","day","time","historical_north_range_verbatim_archived","historical_north_range_reference_archived","extension_confidence_criteria","NA."
95,"Forwards","Include",NA,NA,NA,"",NA,"","Dosidicus gigas","","humboldt squid","species","","Monterey Bay, CA","","",36.793978,"Google Maps",-121.793693163778,"R generated","2002","","",NA,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America","","Long-term monitoring site","Include"
96,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
97,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
98,"Forwards","Include",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper",-125.1428,"Paper","1997","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","Long-term monitoring site","Exclude"
98,"Forwards","Include",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper",-125.1428,"Paper","1999","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","Long-term monitoring site","Exclude"
98,"Forwards","Include",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper",-125.1428,"Paper","2000","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","Long-term monitoring site","Exclude"
98,"Forwards","Include",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper",-125.1428,"Paper","2002","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","Long-term monitoring site","Exclude"
98,"Forwards","Include",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper",-125.1428,"Paper","2003","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","Long-term monitoring site","Exclude"
98,"Forwards","Include",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper",-125.1428,"Paper","2016","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","Long-term monitoring site","Exclude"
98,"Forwards","Include",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper",-125.1428,"Paper","2017","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","Long-term monitoring site","Exclude"
98,"Forwards","Include",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper",-125.1428,"Paper","2018","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","Long-term monitoring site","Exclude"
98,"Forwards","Include",NA,NA,NA,"",NA,"","Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",48.8333,"Paper",-125.1428,"Paper","2019","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","Long-term monitoring site","Exclude"
99,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
100,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
101,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
102,"Forwards","Exclude",NA,NA,TRUE,"",TRUE,"","nucella ostrina","","n. striped dogwinkle","species","","santa cruz CA to kodiak island AK","","",NA,"",NA,"","1997, 1998","december '97-november -98","",NA,"biogeographical history of broadly distributed intertidal marine species in the northeastern Pacific","","","Exclude"
102,"Forwards","Exclude",NA,NA,TRUE,"",TRUE,"","nuchella lamellosa ","","frilled dogwinkle","species","","coos bay OR to chiniak AK","","",NA,"",NA,"","1997, 1998","december '97-november -98","",NA,"","","","Exclude"
103,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
104,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
105,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
106,"Forwards","Inconclusive",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
107,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","Mytilus galloprovincialis","","Mediterranean mussel","species","","Monterey Bay to Humboldt Bay","","",NA,"",NA,"","2005, 2006, 2007","","",NA,"Humboldt Bay","","","Exclude"
108,"Forwards","Exclude",NA,TRUE,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
109,"Forwards","Inconclusive",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
110,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
111,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
112,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","Carcinus maenas","","European green crab","species","","Bodega Bay","","",NA,"",NA,"","1993","","",NA,"San Francisco","","","Exclude"
112,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","Carcinus maenas","","European green crab","species","","Coos Bay, Oregon","","",NA,"",NA,"","1997","","",NA,"San Francisco","","","Exclude"
113,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
114,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
115,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","Bivalvia","","","class","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
116,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
117,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
118,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
119,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
120,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
121,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
122,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
123,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
124,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
125,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
126,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
127,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
128,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
129,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","Porites sverdrupi","","","species","","new settlement of Porites sverdrupi discovered at the southern end of Bahía de La Paz, consisting entirely of free-living coral colonies. They were observed in low densities (<0.06 colonies/m−2 ) on a sandy/rocky bottom at depths of 5–9 m (Fig. 2) in the San Lorenzo channel","","",NA,"",NA,"","2013","October","13",NA,"To date, colonies have been observed in just two extant populations restricted to the middle of the Gulf of California: Bahía Concepción at 26°N and Isla Santa Catalina at 25°N (LópezPérez et al. 2014).","","","Exclude"
130,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","status of Porites sverdrupi, an endemic coral of the Gulf of","","Exclude"
131,"Forwards","Exclude",NA,NA,NA,"",TRUE,"TRUE","","","","","","","","",NA,"",NA,"","","","",NA,"","California. Cienc Mar 29:677–691","","Exclude"
132,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
133,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
134,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
135,"Forwards","Inconclusive",NA,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Inconclusive"
136,"Forwards","Exclude",NA,TRUE,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
137,"Forwards","Include",NA,NA,NA,"",TRUE,"","Pachygrapsus crassipes","Randall","lined shore crab","species","","Bamfield, Vancouver Island, British Columbia, Canada","","",48.83646,"Google Maps",-125.135875,"Google Maps","1997","","",NA,"widely distributed along rocky shores of the eastern Pacific Coast, from Charleston, Oregon, USA, to central Baja California, Mexico (Sousa 1993). P. crassipes also inhabits the western Pacific Coasts of Japan and Korea, where it was first reported in 1890 (Hiatt 1948; Morris et al. 1980).","Sousa WP (1993) Size-dependent predation on the salt-marsh snail
Cerithidea californica Haldeman. J Exp Mar Biol Ecol 166:19–
37, Hiatt RW (1948) The biology of the lined shore crab, Pachygrapsus
crassipes Randall. Pac Sci 2:135–213, Morris RH, Abbott DP, Haderlie EC (1980) Intertidal invertebrates of California. Stanford University Press, Stanford","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Exclude"
138,"Forwards","Inconclusive",NA,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Inconclusive"
139,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
140,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
141,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
142,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
143,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
144,"Forwards","Exclude",TRUE,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
145,"Forwards","Exclude",NA,NA,TRUE,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
146,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
147,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
148,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
149,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
150,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
151,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
152,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
153,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
154,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
155,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
156,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
157,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
158,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
159,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
160,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
161,"Forwards","Inconclusive",NA,NA,NA,"",NA,"","Acanthinucella spirata","","","species","","Cape Mendocino, California, USA (40.40°N)","40.396","-124.378",NA,"",NA,"","2017","june","17",NA,"Tomales Bay, CA","McLean 1978","","Inconclusive"
162,"Forwards","Include",NA,NA,NA,"",NA,"","Hippacanthomysis platypoda","Murano & Chess, 1987","shrimp","species","adult","we have identified two males and one female from the coast between Cow and Rafael Bay, Flores Island (May 2010); one male and one female from Rafael Bay, Flores Island (June 2010) both records at approximately a depth of 10 m","49.258538","–126.144758",49.258538,"Paper",-124.111380844324,"R generated","2010","May","",NA,"This species was originally described from Cone Rock, Albion and Mendocino Cove, California (Murano & Chess 1987). Subsequent publications have listed its presence in central and southern California from Point Conception, California to Bahía Todos Santos, Baja California Sur, Mexico, for intertidal and coastal waters (see Carlton, 2007; Cadien & Lovell, 2016)","","Long-term monitoring site","Exclude"
163,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
164,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","Pyrosoma atlanticum","","pyrosome","species","","Cape Meares, OR","45.478","",45.478,"",NA,"","2018","February-March; May; September","",NA,"warm, tropical-temperate waters between 50° N and 50° S"," (Van Soest 1981)","","Exclude"
165,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
166,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
167,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
168,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
169,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
170,"Forwards","Exclude",TRUE,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
171,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
172,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
173,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
174,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
175,"Forwards","Inconclusive",NA,NA,NA,"",NA,"","Dosidicus gigas","","Giant squid, Humboldt squid","species","adult","Alaska (Yakutat at ~59° N, Wing 2006)","","",59,"Paper",-139.858311,"Google Maps","2004","","",NA,"""eastern Pacific Ocean from 25° N to 25° S""","","","Inconclusive"
176,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
177,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
178,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
179,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
180,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
181,"Forwards","Exclude",NA,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
182,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
183,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
184,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
185,"Forwards","Include",NA,NA,NA,"",NA,"","Thylacodes squamigerus","","","species","","fitzgerald marine reserve","37°31′ N","",37.5167,"Paper",-122.202067207176,"R generated","1994","January","",NA,"""nowhere north of point conception""; ""It is now common at intertidal sites in the Monterey region""","Hadfield (1966)","Opportunistic","Include"
185,"Forwards","Include",NA,NA,NA,"",NA,"","Thylacodes squamigerus","","","species","","fitzgerald marine reserve","37°31′ N","",37.5167,"Paper",-122.202067207176,"R generated","1996","June","",NA,"""nowhere north of point conception""; ""It is now common at intertidal sites in the Monterey region""","Hadfield (1966)","Opportunistic","Include"
186,"Forwards","Exclude",TRUE,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
187,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
188,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
189,"Forwards","Include",NA,NA,NA,"",NA,"","Crucigera websteri","Benedict, 1887","","species","Juvenile specimen","Humboldt Bay, CA","","",40.724912,"Google Maps",-124.248884641509,"R generated","2003","September","",NA,"Santa Barbara Island","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
189,"Forwards","Include",NA,NA,NA,"",NA,"","Hydroides gracilis","Bush, 1905","","species","","San Francisco, CA","","",37.76588,"Google Maps",-122.382579838484,"R generated","2000","September","",NA,"Pacfic Grove, CA","Bush 1905","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
189,"Forwards","Include",NA,NA,NA,"",NA,"","Hydroides gracilis","Bush, 1905","","species","","San Francisco, CA","","",37.76588,"Google Maps",-122.382579838484,"R generated","2001","September","",NA,"Pacfic Grove, CA","Bush 1905","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
189,"Forwards","Include",NA,NA,NA,"",NA,"","Hydroides elegans","Haswell, 1883","","species","","Humboldt Bay, CA","","",40.724912,"Google Maps",-124.248884641509,"R generated","2003","September","",NA,"San Francisco, CA","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
190,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
191,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"Sea of Cortez","Martin & Haney, 2005","","Exclude"
192,"Forwards","Include",NA,NA,NA,"",NA,"","Neolithodes diomedeae","Benedict, 1895","","species","adult","Central California","37°13 26.4N","123°12 00W",37.224,"Paper",-123.2,"Paper","1999","October","25",NA,"Previous northernmost records were reported from the Gulf of California at 23°39 N at 1382 m depth (Parker, 1964) and between 16°33 N and 00°04 S off Mexico and Ecuador","Haig, 1974","Long-term monitoring site","Include"
192,"Forwards","Include",NA,NA,NA,"",NA,"","Neolithodes diomedeae","Benedict, 1895","","species","adult","Central California","34°58 51.6N","121°35 60.0W",34.981,"Paper",-121.6,"Paper","2000","November","4",NA,"Previous northernmost records were reported from the Gulf of California at 23°39 N at 1382 m depth (Parker, 1964) and between 16°33 N and 00°04 S off Mexico and Ecuador","Haig, 1974","Long-term monitoring site","Include"
192,"Forwards","Include",NA,NA,NA,"",NA,"","Neolithodes diomedeae","Benedict, 1895","","species","adult","Central California","36°42 46.8N","122°17 60.0W",36.713,"Paper",-122.3,"Paper","2001","October","31",NA,"Previous northernmost records were reported from the Gulf of California at 23°39 N at 1382 m depth (Parker, 1964) and between 16°33 N and 00°04 S off Mexico and Ecuador","Haig, 1974","Long-term monitoring site","Include"
193,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
194,"Forwards","Inconclusive",NA,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Inconclusive"
195,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","Dosidicus gigas","","humboldt squid","species","","Monterey Bay ","","",NA,"",NA,"","1998","jan-mar (winter)","",NA,"","","","Exclude"
196,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
197,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
198,"Forwards","Include",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Tuna crab","species","","","36.80N","",36.8,"Paper",-121.791780117123,"R generated","2013","","",NA,"27.84N","Putnam-Abbott and Haderlie, 1980","Opportunistic","Include"
198,"Forwards","Inconclusive",NA,NA,NA,"",NA,"","Arbacia stellata","","Spiny Black Urchin","species","","","37.00°N","",37,"Paper",NA,"","2013","","",NA,"27.84N","Kroh and Mooi, 2015","","Inconclusive"
198,"Forwards","Include",NA,NA,NA,"",NA,"","Lytechinus pictus","","Painted Sea Urchin","species","","","36.80°N","",36.8,"Paper",-121.791780117123,"R generated","2013","","",NA,"34.45°N ","Love et al., 2005;","Opportunistic","Include"
198,"Forwards","Include",NA,NA,NA,"",NA,"","Argonauta argo","","Greater Argonaut","species","","","36.80°N","",36.8,"Paper",-121.791780117123,"R generated","2013","","",NA,"34.00°N","Love et al., 2005;","Opportunistic","Include"
199,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
200,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
201,"Forwards","Include",NA,NA,NA,"",NA,"","Penitella fitchi","Turner, 1955","Fitch piddock","species","adult","Monterey, California","","",36.6,"Google Maps",-121.964029292987,"R generated","1977","April and August","",NA,"~ Redondo Beach, California","Kennedy 1974","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Exclude"
202,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
203,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
204,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
205,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","Dissodactylus lockingtoni","Glassell 1935","","species","","Dissodactylus lockingtoni has never before been reported outside the Gulf of California and thus its occurence in Costa Rica represents about a 20 degree southward extension","","",NA,"",NA,"","","","",NA,"Gulf of California","","","Exclude"
206,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
207,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
208,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
209,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
