"paper_id","forward_backward","screener_initials","include_exclude","inconclusive_note","exclude_t0_calcofi_report","exclude_t1_not_marine_species","exclude_t2_outdated_pre1900","exclude_t3_not_poleward","exclude_t3_not_in_california","latin_name","species_reference","common_name","taxonomic_rank","life_stage_verbatim","observation_location_verbatim","latitude_verbatim","longitude_verbatim","latitude","latitude_reference","longitude","longitude_reference","year","month","day","time","historical_north_range_verbatim_archived","historical_north_range_reference_archived","screening_notes","extension_confidence_criteria"
70,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Tetraclita rubescens","","volcano barnacle","species","","Burn Hill, OR","42° 23′N","",42.3833,"Paper",-124.426756003522,"R generated","2007","","",NA,"San Francisco Bay in CA, USA (37°30′N)","Newman & Abbott 1980","latitude is noted abundance peaks, not whole range, see linked graph for that","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
71,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
72,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
73,"Forwards","BGL","Exclude","Baja only - JKS",NA,NA,NA,NA,TRUE,"Atlanta Brunnea","","","species","","Mexican Pacific off the BCP","32º N","110° 00′- 122° 00’ W",NA,"",NA,"","2015-16","september-november 2015, january 2016, april 2016","",NA,"equitorial and south pacific ocean","","",""
73,"Forwards","BGL","Exclude","Baja only - JKS",NA,NA,NA,NA,TRUE,"Atlanta echinogyra","","","species","","Mexican Pacific off the BCP","~24.5º N","110° 00′- 122° 00’ W",NA,"",NA,"","2015-16","september-november 2015, january 2016, april 2016","",NA,"Indo-pacific ","","",""
73,"Forwards","BGL","Exclude","Baja only - JKS",NA,NA,NA,NA,TRUE,"Atlanta frontieri","","","species","","Mexican Pacific off the BCP","26.5º N","110° 00′- 122° 00’ W",NA,"",NA,"","2015-16","september-november 2015, january 2016, april 2016","",NA,"western pacific and indian ocean and equitorial/tropical southeast pacific, used figure four on this paper https://ftp.sccwrp.org/pub/download/DOCUMENTS/WorkPlan/RestrictedJournalArticles/1038_BiogeographyAndGeneticDiversityOfAtlantidHeteropods_DoNotPost.pdf","","",""
73,"Forwards","BGL","Exclude","Baja only - JKS",NA,NA,NA,NA,TRUE,"Atlanta gibbosa","","","species","","Mexican Pacific off the BCP","24º N","110° 00′- 122° 00’ W",NA,"",NA,"","2015-16","september-november 2015, january 2016, april 2016","",NA,"equitorial and tropical zones, used figure four on this paper https://ftp.sccwrp.org/pub/download/DOCUMENTS/WorkPlan/RestrictedJournalArticles/1038_BiogeographyAndGeneticDiversityOfAtlantidHeteropods_DoNotPost.pdf","","",""
73,"Forwards","BGL","Exclude","Baja only - JKS",NA,NA,NA,NA,TRUE,"Atlanta helicinoidea","","","species","","Mexican Pacific off the BCP","32º N","110° 00′- 122° 00’ W",NA,"",NA,"","2015-16","september-november 2015, january 2016, april 2016","",NA,"equitorial and tropical-subtropical zones, used figure four on this paper https://ftp.sccwrp.org/pub/download/DOCUMENTS/WorkPlan/RestrictedJournalArticles/1038_BiogeographyAndGeneticDiversityOfAtlantidHeteropods_DoNotPost.pdf","","",""
73,"Forwards","BGL","Exclude","Baja only - JKS",NA,NA,NA,NA,TRUE,"Atlanta plana","","","species","","Mexican Pacific off the BCP","25ºN","110° 00′- 122° 00’ W",NA,"",NA,"","2015-16","september-november 2015, january 2016, april 2016","",NA,"eastern pacfic and indian ocean and central pacific ocean, used same source as above","","",""
73,"Forwards","BGL","Exclude","Baja only - JKS",NA,NA,NA,NA,TRUE,"Atlanta tokiokai","","","species","","Mexican Pacific off the BCP","26ºN","110° 00′- 122° 00’ W",NA,"",NA,"","2015-16","september-november 2015, january 2016, april 2016","",NA,"tropical and subtropical waters globally","","",""
73,"Forwards","BGL","Exclude","Baja only - JKS",NA,NA,NA,NA,TRUE,"Oxygyrus inflatus","","","species","","Mexican Pacific off the BCP","25.5ºN","110° 00′- 122° 00’ W",NA,"",NA,"","2015-16","september-november 2015, january 2016, april 2016","",NA,"tropical and subtropical waters globally","","",""
74,"Forwards","JKS","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
75,"Forwards","BGL","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
76,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
77,"Forwards","AF","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
78,"Forwards","AF","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","This paper is really relevant generally (and I know Jordana has read it) but does hydrodynamic modeling of transport only; there is no biological data reported. ",""
79,"Forwards","AF","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
80,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
81,"Forwards","AF","Inconclusive","Centroid shifts over time only, no data on range extension or range edges ",NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
82,"Forwards","BGL","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
83,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
84,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
85,"Forwards","BGL","Exclude","invasive sp - JKS",NA,TRUE,NA,NA,NA,"Carcinus maenas","","european green crab","species","This northward range expansion is apparently the result of larval recruitment by a single cohort, corresponding to the predominant northern transport of surface waters and the approximate distance water moves during larval green crab development","At Bodega Harbor, the current northern range limit","","",NA,"",NA,"","1993","January","",NA,"We document the current distribution and range expansion of this species beyond San Francisco Bay, where C. maenas first became established along this coast in 1989-1990,","","this species is invasive and disruptive to areas, could be difficult to track a record on ca coast. I included because poleward movement",""
86,"Forwards","BGL","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
87,"Forwards","BGL","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
88,"Forwards","BGL","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
89,"Forwards","BGL","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
90,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
91,"Forwards","BGL","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
92,"Forwards","BGL","Exclude","",TRUE,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
93,"Forwards","BGL","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
94,"Forwards","BGL","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
95,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Dosidicus gigas","","humboldt squid","species","","Monterey Bay, CA","","",36.793978,"Google Maps",-121.793693163778,"R generated","1997","","",NA,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America","","","Long-term monitoring site"
95,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Dosidicus gigas","","humboldt squid","species","","Monterey Bay, CA","","",36.793978,"Google Maps",-121.793693163778,"R generated","1998","","",NA,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America","","","Long-term monitoring site"
95,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Dosidicus gigas","","humboldt squid","species","","Monterey Bay, CA","","",36.793978,"Google Maps",-121.793693163778,"R generated","1999","","",NA,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America","","","Long-term monitoring site"
95,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Dosidicus gigas","","humboldt squid","species","","Monterey Bay, CA","","",36.793978,"Google Maps",-121.793693163778,"R generated","2000","","",NA,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America","","","Long-term monitoring site"
95,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Dosidicus gigas","","humboldt squid","species","","Monterey Bay, CA","","",36.793978,"Google Maps",-121.793693163778,"R generated","2002","","",NA,"From these warm waters, its historical range extends along the subtropical coasts of both North and South America","","","Long-term monitoring site"
96,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
97,"Forwards","BGL","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
98,"Forwards","BGL","Exclude","northward range edge in oregon - JKS",NA,NA,NA,NA,TRUE,"Pachygrapsus crassipes","","lined shore crab","species","larvae and adult ","sampling sites around Bamfield Marine Station Centre and in Nootka Sound on Vancouver Island (Supplementary Table S1).2 Only the Bamfield site was sampled systematically (1993–2020; Fig. 1)","(BMSC; 48.8333°N, 125.1428°W), and (49.5234°N, 126.5719°W)","",NA,"",NA,"","1997, 1999, 2000, 2002, 2003, 2016-2019","","",NA," has a historical permanent geographical range from southern Oregon (USA) to Baja California (Mexico) (Blanchette et al. 2008). It is a common resident of the upper intertidal zones and lives in rock crevices","","discovered a 2-3 yr lag to find adults following an el nino event due to 6 larval stages. after 2015 el nino, crabs were spotted until august of 2020",""
99,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
100,"Forwards","BGL","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
101,"Forwards","BGL","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
102,"Forwards","BGL","Exclude","northward range edge north of CA - JKS",NA,NA,NA,NA,TRUE,"nucella ostrina","","n. striped dogwinkle","species","","santa cruz CA to kodiak island AK","","",NA,"",NA,"","1997, 1998","december '97-november -98","",NA,"biogeographical history of broadly distributed intertidal marine species in the northeastern Pacific","","",""
102,"Forwards","BGL","Exclude","northward range edge north of CA - JKS",NA,NA,NA,NA,TRUE,"nuchella lamellosa ","","frilled dogwinkle","species","","coos bay OR to chiniak AK","","",NA,"",NA,"","1997, 1998","december '97-november -98","",NA,"","","",""
103,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
104,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
105,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
106,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
107,"Forwards","TVT","Exclude","invasiv sp. - JKS",NA,TRUE,NA,NA,NA,"Mytilus galloprovincialis","","Mediterranean mussel","species","","Monterey Bay to Humboldt Bay","","",NA,"",NA,"","2005, 2006, 2007","","",NA,"Humboldt Bay","","",""
108,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
109,"Forwards","BGL","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
110,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
111,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
112,"Forwards","JKS","Exclude","invasiv sp. - JKS",NA,TRUE,NA,NA,NA,"Carcinus maenas","","European green crab","species","","Bodega Bay","","",NA,"",NA,"","1993","","",NA,"San Francisco","","",""
112,"Forwards","JKS","Exclude","invasiv sp. - JKS",NA,TRUE,NA,NA,NA,"Carcinus maenas","","European green crab","species","","Coos Bay, Oregon","","",NA,"",NA,"","1997","","",NA,"San Francisco","","",""
113,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
114,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
115,"Forwards","TVT","Exclude","compares modern to pleistocene range edges - JKS",NA,NA,TRUE,NA,NA,"Bivalvia","","","class","","","","",NA,"",NA,"","","","",NA,"","","",""
116,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
117,"Forwards","BGL","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
118,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
119,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
120,"Forwards","BGL","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
121,"Forwards","BGL","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
122,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
123,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
124,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
125,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
126,"Forwards","JKS","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
127,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
128,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
129,"Forwards","EJW","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
130,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","status of Porites sverdrupi, an endemic coral of the Gulf of","",""
131,"Forwards","EJW","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","California. Cienc Mar 29:677–691","",""
132,"Forwards","EJW","Exclude","*simulation of movements only, no observed shifts from real data",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
133,"Forwards","EJW","Exclude","*analysis of patterns associated with range shifts but not reporting any new data or shifts",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
134,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
135,"Forwards","EJW","Inconclusive","meeting presentation not a paper",NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
136,"Forwards","EJW","Exclude","",NA,TRUE,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
137,"Forwards","EJW","Exclude","northward range edge in oregon - JKS",NA,NA,NA,NA,FALSE,"Pachygrapsus crassipes","Randall","lined shore crab","species","","Bamfield, Vancouver Island, British Columbia, Canada","","",NA,"",NA,"","1997","","",NA,"widely distributed along rocky shores of the eastern Pacific Coast, from Charleston, Oregon, USA, to central Baja California, Mexico (Sousa 1993). P. crassipes also inhabits the western Pacific Coasts of Japan and Korea, where it was first reported in 1890 (Hiatt 1948; Morris et al. 1980).","Sousa WP (1993) Size-dependent predation on the salt-marsh snail
Cerithidea californica Haldeman. J Exp Mar Biol Ecol 166:19–
37, Hiatt RW (1948) The biology of the lined shore crab, Pachygrapsus
crassipes Randall. Pac Sci 2:135–213, Morris RH, Abbott DP, Haderlie EC (1980) Intertidal invertebrates of California. Stanford University Press, Stanford","",""
138,"Forwards","JKS","Inconclusive","requested the paper from the library",NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
139,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
140,"Forwards","BGL","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
141,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
142,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
143,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
144,"Forwards","BGL","Exclude","",TRUE,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
145,"Forwards","BGL","Exclude","",NA,NA,TRUE,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
146,"Forwards","BGL","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
147,"Forwards","BGL","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
148,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
149,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
150,"Forwards","BGL","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
151,"Forwards","BGL","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
152,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
153,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
154,"Forwards","EJW","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
155,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
156,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
157,"Forwards","EJW","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
158,"Forwards","BGL","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
159,"Forwards","BGL","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
160,"Forwards","BGL","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
161,"Forwards","BGL","Inconclusive","data came from 389. no date included in this paper - JKS",NA,NA,NA,NA,NA,"Acanthinucella spirata","","","species","","Cape Mendocino, California, USA (40.40°N)","40.396","-124.378",NA,"",NA,"","2017","june","17",NA,"Tomales Bay, CA","McLean 1978","cool map! https://link.springer.com/article/10.1007/s00442-024-05659-z/figures/1",""
162,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
163,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
164,"Forwards","JKS","Exclude","discusses a range extension (included here in #223) but doesn't give a new datapoint for a pyrosome extension.",NA,NA,NA,TRUE,NA,"Pyrosoma atlanticum","","pyrosome","species","","Cape Meares, OR","45.478","",45.478,"",NA,"","2018","February-March; May; September","",NA,"warm, tropical-temperate waters between 50° N and 50° S"," (Van Soest 1981)","",""
165,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
166,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
167,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
168,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
169,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
170,"Forwards","AF","Exclude","",TRUE,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
171,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","Refs Field et Al 2007 (CALCOFI report) and Zeidberg and Robison 2007 (already in our paper database) for range shifts ",""
172,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
173,"Forwards","AF","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
174,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
175,"Forwards","AF","Inconclusive","See paper 393 for the original record",NA,NA,NA,NA,NA,"Dosidicus gigas","","Giant squid, Humboldt squid","species","adult","Alaska (Yakutat at ~59° N, Wing 2006)","","",59,"Paper",-139.858311,"Google Maps","2004","","",NA,"""eastern Pacific Ocean from 25° N to 25° S""","","Recorded northernmost point but many intermediate observations: ""Moreover, arrivals of this species farther north off
California (Zeidberg & Robison 2007), Oregon (Litz
et al. 2011), Washington (Litz et al. 2011), British
Columbia (Cosgrove 2005) and Alaska (Yakutat at
~59° N, Wing 2006) occurred after the El Niño of
1997−1998""; see 393",""
176,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
177,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
178,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
179,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
180,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
181,"Forwards","BGL ","Exclude","",NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
182,"Forwards","TVT","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
183,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
184,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
185,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Thylacodes squamigerus","","","species","","fitzgerald marine reserve","37°31′ N","",37.5167,"Paper",-122.202067207176,"R generated","1994","January","",NA,"""nowhere north of point conception""; ""It is now common at intertidal sites in the Monterey region""","Hadfield (1966)","name updated to modern","Opportunistic"
185,"Forwards","BGL","Include","",NA,NA,NA,NA,NA,"Thylacodes squamigerus","","","species","","fitzgerald marine reserve","37°31′ N","",37.5167,"Paper",-122.202067207176,"R generated","1996","June","",NA,"""nowhere north of point conception""; ""It is now common at intertidal sites in the Monterey region""","Hadfield (1966)","name updated to modern","Opportunistic"
186,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
187,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
188,"Forwards","JKS","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
189,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Crucigera websteri","Benedict, 1887","","","Juvenile specimen","Humboldt Bay, CA","","",40.724912,"Google Maps",-124.248884641509,"R generated","2003","September","",NA,"Santa Barbara Island","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
189,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Hydroides gracilis","Bush, 1905","","","","San Francisco, CA","","",37.76588,"Google Maps",-122.382579838484,"R generated","2000","September","",NA,"Pacfic Grove, CA","Bush 1905","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
189,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Hydroides gracilis","Bush, 1905","","","","San Francisco, CA","","",37.76588,"Google Maps",-122.382579838484,"R generated","2001","September","",NA,"Pacfic Grove, CA","Bush 1905","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
189,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"Hydroides gracilis","Bush, 1905","","","","Long Beach, CA","","",33.724877,"Google Maps",NA,"","2003","September","",NA,"Pacfic Grove, CA","Bush 1905","",""
189,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"Hydroides gracilis","Bush, 1905","","","","Morro Bay, CA","","",35.36557,"Google Maps",NA,"","2013","September","",NA,"Pacfic Grove, CA","Bush 1905","",""
189,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Hydroides elegans","Haswell, 1883","","","","Humboldt Bay, CA","","",40.724912,"Google Maps",-124.248884641509,"R generated","2003","September","",NA,"San Francisco, CA","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
189,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"Hydroides elegans","Haswell, 1883","","","","San Diego, CA","","",32.645003,"Google Maps",NA,"","2000","September","",NA,"San Francisco, CA","","",""
189,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"Hydroides elegans","Haswell, 1883","","","","Mission Bay, CA","","",32.770359,"Google Maps",NA,"","2013","July","",NA,"San Francisco, CA","","",""
190,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
191,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"Sea of Cortez","Martin & Haney, 2005","",""
192,"Forwards","TVT","Include","",NA,NA,NA,NA,NA,"Neolithodes diomedeae","Benedict, 1895","","species","adult","Central California","37°13 26.4N","123°12 00W",37.224,"Paper",-123.2,"","1999","October","25",NA,"Previous northernmost records were reported from the Gulf of California at 23°39 N at 1382 m depth (Parker, 1964) and between 16°33 N and 00°04 S off Mexico and Ecuador","Haig, 1974","","Long-term monitoring site"
